sim_id,tourism_final_nzd_bn,gdp_final_nzd_bn,gdp_change_nzd_bn,gdp_pct_change,employment_chg_k,scenario
270,111.38719219649174,489.6043487029035,84.60434870290351,20.889962642692225,430.98775924704796,boom
271,79.98275486632589,406.79302420659894,1.7930242065989432,0.44272202632072677,222.0741203553868,base_case
272,101.65477955624654,463.94065115564274,58.94065115564274,14.553247198924133,366.2442416831851,boom
273,108.14821881705663,481.06340040507655,76.06340040507655,18.78108651977199,409.4409406284883,boom
274,76.14219051255773,396.66572220767614,-8.33427779232386,-2.057846368475027,196.5253016929806,base_case
275,86.79740779692393,424.76279163890297,19.762791638902968,4.879701639235301,267.4076484344725,base_case
276,85.9307722994214,422.4775339013042,17.477533901304184,4.3154404694578234,261.64247666997073,base_case
277,71.71204252852105,384.98372904168764,-20.01627095831236,-4.942289125509225,167.0543601682731,negative_shock
278,66.96820048652562,372.4745463880139,-32.52545361198611,-8.030976200490397,135.49661267860387,negative_shock
279,71.94992320061678,385.6110038857237,-19.388996114276324,-4.787406447969462,168.63682815860946,negative_shock
280,82.24457454236327,412.75728591825657,7.757285918256571,1.9153792390756965,237.12056026035648,base_case
281,92.36474544591749,439.4434751290811,34.443475129081094,8.504561760266936,304.4435855844296,base_case
282,92.00434467833183,438.4931232855031,33.49312328550309,8.269906984074836,302.0460697485594,base_case
283,96.5465970983387,450.4707280788231,45.47072807882307,11.227340266376066,332.2627703966737,boom
284,69.30416508384104,378.63432311785687,-26.365676882143134,-6.510043674603243,151.036291330273,negative_shock
285,84.73984513308858,419.3371415107066,14.337141510706601,3.54003494091521,253.71999981239182,base_case
286,81.79981981382069,411.5844985264816,6.584498526481582,1.6258021053040945,234.16189146533077,base_case
287,66.72030316486904,371.82085833337237,-33.17914166662763,-8.192380658426575,133.84751032423608,negative_shock
288,62.46553516954838,360.6013300414726,-44.39866995852742,-10.962634557661092,105.54325971158794,negative_shock
